Bowler Type,Ball Length,Ball Line,Speed (km/h),Shot Type,Runs Scored,Wicket,Field Placement,Angle,Bounce (cm),Field Positions
Spin,Short,Off-stump,126,Defensive,0,0,Defensive,1.0278385694006857,53,Slips
Fast,Full,Off-stump,140,Sweep,4,1,Balanced,-10.818484573856935,114,Cover
Spin,Short,Leg-stump,133,Pull,4,1,Defensive,5.382773836931683,108,Long-on
Spin,Full,Leg-stump,119,Pull,1,1,Balanced,-10.702940087983421,109,Point
Fast,Good,Leg-stump,118,Defensive,2,0,Balanced,8.468304009363685,11,Cover
Fast,Short,Leg-stump,120,Defensive,1,0,Aggressive,-7.752015014897221,10,Square Leg
Spin,Full,Middle,136,Pull,1,0,Balanced,-2.6487398927207426,23,Square Leg
Fast,Short,Middle,125,Flick,1,0,Balanced,-11.948371949434168,74,Long-off
Fast,Full,Middle,125,Flick,1,0,Defensive,-3.0396215822190484,41,Fine Leg
Fast,Good,Off-stump,124,Cover Drive,2,0,Balanced,-13.721753188691817,77,Mid-wicket
Spin,Good,Off-stump,110,Hook,2,0,Defensive,-7.2143669637063566,74,Point
Spin,Short,Middle,110,Straight Drive,4,0,Defensive,-11.197010597035831,72,Long-on
Fast,Good,Leg-stump,143,Hook,3,0,Defensive,8.345839411611983,24,Fine Leg
Fast,Short,Middle,133,Hook,1,0,Aggressive,4.34666181205516,34,Point
Spin,Short,Off-stump,111,Straight Drive,1,0,Defensive,9.760048665182218,118,Square Leg
Fast,Good,Leg-stump,128,Straight Drive,0,0,Defensive,-10.883029832510207,95,Cover
Spin,Full,Off-stump,117,Straight Drive,4,0,Balanced,-4.008657076144013,75,Long-on
Fast,Full,Leg-stump,135,Sweep,0,0,Aggressive,-10.943743920366359,26,Square Leg
Fast,Full,Leg-stump,133,Defensive,2,0,Balanced,-6.012946791937354,36,Mid-wicket
Fast,Short,Middle,119,Flick,1,0,Defensive,-13.670723349842088,67,Slips
Fast,Good,Middle,148,Hook,1,0,Balanced,-14.162342626967806,87,Long-on
Spin,Short,Off-stump,119,Defensive,4,0,Balanced,9.95476562186348,43,Square Leg
Spin,Good,Middle,124,Cut,1,0,Balanced,6.345709909124565,12,Cover
Spin,Good,Off-stump,112,Edge,0,0,Balanced,11.18286371211336,80,Slips
Fast,Full,Middle,122,Straight Drive,4,0,Defensive,-5.200028017618525,96,Square Leg
Fast,Good,Off-stump,117,Pull,0,0,Defensive,5.451726071401744,38,Slips
Fast,Short,Middle,135,Edge,1,0,Defensive,-5.909657178586706,68,Cover
Spin,Good,Middle,142,Hook,4,0,Balanced,-7.467507258539097,40,Slips
Fast,Full,Leg-stump,134,Defensive,0,0,Defensive,-3.0638661560189906,78,Mid-wicket
Spin,Short,Middle,128,Edge,4,0,Aggressive,13.816350144274253,70,Slips
Fast,Short,Off-stump,146,Sweep,0,0,Defensive,5.381651780659542,87,Long-off
Fast,Full,Off-stump,139,Edge,3,0,Defensive,5.410997290191176,77,Long-on
Spin,Full,Leg-stump,132,Pull,2,0,Balanced,-14.293091894817211,44,Fine Leg
Spin,Full,Off-stump,143,Hook,3,0,Balanced,-12.66822252927627,68,Long-on
Spin,Full,Leg-stump,134,Sweep,0,0,Aggressive,1.4119376153317837,70,Fine Leg
Fast,Full,Leg-stump,144,Cut,0,0,Aggressive,-2.2228950146965083,65,Long-on
Fast,Full,Off-stump,123,Defensive,2,0,Defensive,12.39555638602835,89,Long-off
Fast,Full,Middle,126,Hook,4,0,Balanced,9.760590613582679,90,Square Leg
Spin,Full,Middle,121,Hook,1,0,Defensive,-2.004412204035914,102,Square Leg
Spin,Short,Off-stump,123,Flick,1,0,Aggressive,5.564327350760475,109,Long-off
Spin,Short,Middle,123,Pull,1,0,Defensive,-1.2040124586946401,64,Mid-wicket
Fast,Short,Middle,147,Cover Drive,0,0,Balanced,13.416779443282937,49,Square Leg
Fast,Full,Middle,119,Edge,2,0,Aggressive,-13.15223954567034,34,Fine Leg
Spin,Full,Off-stump,114,Pull,1,0,Aggressive,-14.122234334562101,26,Square Leg
Fast,Good,Leg-stump,132,Straight Drive,0,0,Aggressive,-0.7742890064502532,10,Fine Leg
Fast,Full,Off-stump,143,Pull,1,0,Aggressive,0.07514927443961028,30,Fine Leg
Spin,Full,Leg-stump,132,Edge,0,0,Defensive,3.268829429807173,27,Fine Leg
Spin,Good,Leg-stump,114,Cut,0,0,Aggressive,-8.31298637551595,114,Long-off
Spin,Full,Off-stump,146,Hook,1,0,Defensive,-10.841331390709918,54,Fine Leg
Spin,Full,Off-stump,141,Defensive,0,0,Defensive,3.3378601738158586,80,Square Leg
Fast,Full,Middle,148,Hook,6,0,Defensive,-1.900030807579661,112,Mid-wicket
Spin,Short,Off-stump,140,Pull,1,0,Defensive,3.140731128671007,13,Square Leg
Fast,Short,Middle,134,Pull,6,0,Aggressive,8.829100893732516,113,Long-on
Spin,Short,Off-stump,146,Straight Drive,4,0,Balanced,0.6160305354896582,58,Square Leg
Fast,Full,Middle,122,Cover Drive,3,0,Balanced,4.25611761201726,10,Slips
Fast,Good,Off-stump,123,Cut,0,0,Balanced,-7.581593094399263,60,Fine Leg
Fast,Short,Middle,122,Hook,1,0,Balanced,-1.4848888240329536,77,Point
Spin,Short,Leg-stump,120,Sweep,1,0,Defensive,-1.1301253388419479,34,Slips
Spin,Full,Leg-stump,111,Sweep,0,0,Aggressive,12.639044588696432,69,Long-on
Fast,Good,Leg-stump,143,Straight Drive,4,0,Balanced,-1.4614240600245019,98,Long-off
Fast,Good,Leg-stump,142,Defensive,3,0,Defensive,14.9406157453239,14,Slips
Fast,Good,Middle,142,Sweep,0,0,Aggressive,12.684737567134441,37,Fine Leg
Fast,Good,Leg-stump,145,Sweep,4,0,Balanced,-5.017232428592926,79,Mid-wicket
Fast,Short,Off-stump,122,Pull,4,0,Balanced,7.390237613627477,59,Long-off
Fast,Good,Middle,125,Flick,1,0,Defensive,11.063421303136831,61,Slips
Spin,Short,Leg-stump,142,Edge,4,0,Balanced,-13.104245753493057,91,Square Leg
Spin,Good,Middle,125,Edge,3,1,Aggressive,14.06162751425176,43,Mid-wicket
Fast,Short,Middle,119,Cut,0,0,Defensive,-4.556108663768921,23,Cover
Fast,Good,Off-stump,141,Flick,4,0,Balanced,-12.672830682244893,10,Cover
Spin,Good,Middle,111,Edge,0,0,Balanced,-7.63169277133599,44,Mid-wicket
Fast,Short,Off-stump,121,Hook,4,0,Defensive,-10.100123902019568,53,Cover
Spin,Full,Off-stump,132,Flick,4,0,Balanced,9.48972491737921,95,Cover
Spin,Full,Middle,140,Cut,3,0,Aggressive,9.654897894832164,24,Mid-wicket
Spin,Good,Off-stump,132,Pull,3,1,Aggressive,-3.9180459927451174,62,Slips
Fast,Full,Off-stump,125,Defensive,0,0,Defensive,8.366758234918482,103,Long-off
Fast,Full,Middle,142,Edge,0,0,Balanced,9.425866646307181,116,Long-on
Spin,Full,Middle,134,Cut,3,0,Balanced,-14.899260494237978,94,Mid-wicket
Fast,Full,Off-stump,124,Straight Drive,3,0,Aggressive,3.3431015464974507,83,Slips
Spin,Good,Off-stump,128,Cut,0,0,Defensive,-10.203591463062596,92,Long-on
Spin,Full,Middle,139,Defensive,0,0,Aggressive,8.219640448216019,42,Square Leg
Fast,Full,Off-stump,137,Straight Drive,0,0,Aggressive,1.8245568972114654,12,Slips
Fast,Good,Middle,145,Cover Drive,4,0,Balanced,14.992510737510251,25,Long-off
Spin,Good,Leg-stump,145,Sweep,0,0,Defensive,-13.938758414327873,76,Long-on
Fast,Short,Middle,115,Pull,4,0,Defensive,-2.747893449087327,12,Point
Spin,Full,Off-stump,120,Edge,0,0,Balanced,9.246186098710528,24,Long-off
Spin,Full,Leg-stump,126,Sweep,2,0,Defensive,-7.576387517634663,28,Square Leg
Spin,Full,Middle,122,Sweep,2,0,Defensive,-5.535270133194876,46,Long-off
Spin,Short,Off-stump,133,Hook,1,0,Balanced,-1.7213896476605868,92,Mid-wicket
Fast,Short,Middle,112,Pull,0,0,Aggressive,8.435099616589635,78,Mid-wicket
Fast,Short,Off-stump,119,Cut,1,0,Aggressive,0.5456253908200637,12,Fine Leg
Spin,Short,Middle,111,Edge,0,0,Balanced,12.407647769026688,67,Cover
Fast,Good,Off-stump,138,Pull,6,0,Defensive,-3.264737315333388,72,Long-off
Fast,Good,Off-stump,132,Defensive,1,0,Aggressive,-1.2152068739495796,106,Mid-wicket
Spin,Short,Leg-stump,149,Defensive,0,0,Defensive,11.40976746911868,108,Slips
Spin,Full,Off-stump,134,Hook,0,0,Aggressive,-6.111801014501001,54,Cover
Fast,Full,Middle,139,Defensive,2,0,Balanced,5.111205664545334,60,Slips
Spin,Good,Leg-stump,136,Hook,4,0,Aggressive,11.042172610111066,78,Slips
Fast,Full,Middle,140,Flick,2,0,Aggressive,-0.041675494542340985,109,Slips
Spin,Short,Off-stump,124,Edge,6,0,Defensive,-6.002079840200823,68,Point
Spin,Good,Off-stump,137,Defensive,0,0,Balanced,-5.554928093404033,69,Fine Leg
Fast,Full,Off-stump,117,Defensive,3,0,Balanced,-9.507395411703998,69,Point
Spin,Full,Off-stump,128,Defensive,0,0,Aggressive,1.6321581206709546,34,Point
Spin,Short,Middle,126,Defensive,0,0,Defensive,0.05910158159422352,95,Slips
Fast,Short,Off-stump,140,Sweep,1,0,Defensive,5.160648197841951,88,Long-on
Fast,Short,Off-stump,141,Flick,2,0,Balanced,3.5406133777306614,69,Slips
Spin,Good,Off-stump,139,Hook,1,0,Aggressive,-12.676544416230424,43,Long-on
Spin,Short,Leg-stump,142,Edge,4,0,Balanced,6.627698510369449,63,Point
Spin,Short,Middle,110,Defensive,2,0,Aggressive,14.68692500388146,60,Mid-wicket
Spin,Short,Off-stump,135,Straight Drive,0,0,Defensive,9.353647098499785,15,Slips
Spin,Good,Middle,112,Cover Drive,1,0,Aggressive,-7.131919835782876,60,Cover
Fast,Short,Leg-stump,124,Cut,2,0,Balanced,7.701184241387232,107,Long-on
Fast,Short,Middle,136,Edge,4,0,Defensive,-0.6615272879642795,116,Slips
Spin,Full,Middle,129,Straight Drive,4,0,Defensive,-5.429412128366629,27,Fine Leg
Fast,Good,Off-stump,116,Hook,0,0,Aggressive,9.501541770274212,119,Long-on
Spin,Good,Middle,136,Straight Drive,0,0,Balanced,-3.998766474852946,109,Long-on
Spin,Full,Leg-stump,122,Defensive,1,0,Aggressive,-11.968430756677044,109,Fine Leg
Spin,Full,Off-stump,144,Sweep,3,0,Aggressive,9.464049917778922,58,Square Leg
Spin,Short,Middle,146,Hook,2,0,Balanced,4.818358076954858,23,Mid-wicket
Spin,Full,Off-stump,113,Edge,0,0,Balanced,11.954629188586257,73,Point
Spin,Full,Leg-stump,128,Cut,0,0,Balanced,-14.207544459330814,77,Slips
Fast,Full,Leg-stump,135,Sweep,4,0,Aggressive,-13.873842480334906,30,Point
Spin,Short,Off-stump,126,Edge,4,0,Defensive,13.352399946351643,111,Long-on
Fast,Short,Middle,135,Pull,0,0,Balanced,-9.223886911964065,17,Square Leg
Fast,Short,Off-stump,131,Defensive,0,0,Balanced,-11.627506955778482,60,Fine Leg
Spin,Good,Leg-stump,112,Hook,2,0,Defensive,7.296185418782279,28,Mid-wicket
Fast,Short,Leg-stump,141,Edge,0,0,Aggressive,13.154453087981576,67,Cover
Fast,Good,Leg-stump,131,Edge,1,0,Aggressive,3.5349631959844032,27,Square Leg
Spin,Full,Middle,141,Hook,2,0,Balanced,13.488665803514273,38,Slips
Spin,Good,Off-stump,133,Pull,4,0,Defensive,-6.404657584079077,46,Long-off
Fast,Good,Leg-stump,110,Flick,4,0,Defensive,-11.119250901866597,81,Point
Fast,Short,Off-stump,119,Cut,1,0,Aggressive,14.482431625841787,100,Mid-wicket
Spin,Short,Middle,148,Edge,0,0,Defensive,-5.782050234026178,115,Point
Fast,Full,Off-stump,131,Edge,0,0,Balanced,-3.524061865959144,32,Slips
Spin,Short,Leg-stump,137,Edge,3,0,Defensive,-13.403613368746797,52,Slips
Fast,Good,Off-stump,114,Straight Drive,0,0,Defensive,-6.41215259356521,65,Slips
Fast,Good,Middle,124,Edge,0,0,Defensive,-3.5665925737025077,34,Slips
Spin,Full,Leg-stump,145,Flick,1,1,Defensive,-1.4017106081307134,13,Mid-wicket
Spin,Short,Middle,146,Hook,4,0,Aggressive,5.7161846150021525,47,Point
Fast,Full,Middle,123,Cut,2,0,Defensive,4.548084865540815,44,Mid-wicket
Fast,Full,Leg-stump,124,Straight Drive,2,0,Balanced,-1.8627440988349857,98,Slips
Spin,Good,Middle,141,Cut,6,0,Aggressive,-10.964801969317257,32,Fine Leg
Fast,Short,Off-stump,130,Cut,2,0,Aggressive,-12.0387331996967,54,Square Leg
Spin,Good,Leg-stump,135,Cover Drive,0,0,Aggressive,1.3829062597879727,86,Cover
Spin,Good,Off-stump,123,Pull,0,0,Aggressive,-10.598524854853004,87,Cover
Spin,Full,Middle,123,Flick,0,0,Defensive,3.6911009100513716,88,Square Leg
Spin,Full,Off-stump,143,Sweep,0,0,Balanced,-0.020296521150514835,13,Square Leg
Fast,Short,Middle,111,Edge,4,0,Aggressive,2.5771768477534636,108,Cover
Fast,Good,Leg-stump,149,Hook,1,0,Defensive,-3.9371824820955297,32,Slips
Spin,Full,Middle,146,Pull,1,0,Balanced,-6.241501354581047,116,Point
Spin,Full,Middle,117,Pull,0,0,Balanced,11.719808239889172,86,Point
Fast,Full,Off-stump,148,Edge,3,0,Balanced,-3.269483024891448,91,Point
Fast,Short,Off-stump,146,Straight Drive,0,0,Aggressive,3.3316599455345823,37,Square Leg
Fast,Short,Middle,121,Edge,0,0,Defensive,-14.260018457280893,118,Long-off
Spin,Full,Off-stump,148,Hook,0,0,Balanced,13.779211341959194,77,Slips
Fast,Short,Middle,140,Straight Drive,0,0,Defensive,5.067833219515201,29,Fine Leg
Spin,Good,Middle,144,Straight Drive,2,0,Balanced,9.678277234391214,42,Mid-wicket
Fast,Full,Off-stump,141,Flick,2,0,Aggressive,-7.69747914044382,107,Slips
Fast,Short,Middle,110,Sweep,4,0,Aggressive,1.4931322056893706,59,Square Leg
Spin,Full,Leg-stump,122,Sweep,0,0,Balanced,9.593152346365528,59,Point
Spin,Good,Leg-stump,148,Cover Drive,0,0,Aggressive,-8.852296333895566,92,Square Leg
Spin,Full,Off-stump,114,Straight Drive,2,0,Aggressive,-1.3417852000275197,15,Cover
Fast,Short,Middle,137,Hook,0,0,Defensive,-4.1864242173938475,76,Fine Leg
Spin,Good,Leg-stump,111,Sweep,1,0,Defensive,-14.594102049310436,77,Mid-wicket
Spin,Short,Middle,141,Flick,1,0,Aggressive,-5.601911591353476,93,Long-on
Spin,Good,Middle,126,Pull,2,0,Defensive,5.997550159137873,98,Cover
Spin,Full,Middle,125,Defensive,1,0,Defensive,2.524452473539693,36,Square Leg
Fast,Full,Middle,146,Edge,0,0,Balanced,13.996548619830453,45,Cover
Fast,Good,Middle,134,Edge,2,0,Aggressive,-7.612451152309951,104,Fine Leg
Spin,Full,Middle,131,Pull,6,0,Balanced,9.681273924757363,22,Square Leg
Spin,Short,Leg-stump,120,Straight Drive,0,0,Balanced,-14.14756774811124,67,Long-off
Spin,Good,Off-stump,133,Flick,3,1,Aggressive,-10.581666319212273,85,Point
Fast,Short,Leg-stump,143,Cover Drive,0,0,Balanced,10.371825972653813,117,Long-on
Fast,Short,Middle,125,Flick,4,1,Aggressive,-9.224331925589434,86,Long-on
Spin,Short,Leg-stump,143,Defensive,3,0,Aggressive,2.64378908429363,50,Point
Spin,Short,Middle,122,Pull,2,0,Aggressive,-5.972750606901972,72,Mid-wicket
Spin,Good,Off-stump,130,Straight Drive,0,0,Aggressive,11.04865791751618,61,Fine Leg
Fast,Full,Off-stump,149,Straight Drive,0,0,Balanced,2.244493590782678,16,Cover
Fast,Good,Off-stump,125,Cover Drive,3,0,Defensive,-8.20063561658197,60,Point
Fast,Good,Leg-stump,133,Flick,1,0,Balanced,-12.364549517348856,67,Mid-wicket
Fast,Short,Off-stump,133,Defensive,6,0,Balanced,-10.844833358073071,85,Long-on
Spin,Full,Off-stump,113,Hook,4,0,Defensive,-6.529442294743207,36,Long-off
Spin,Short,Leg-stump,115,Pull,0,0,Defensive,-3.633435611679184,46,Fine Leg
Spin,Good,Middle,141,Flick,2,0,Defensive,8.946442065302712,104,Mid-wicket
Spin,Short,Off-stump,147,Sweep,0,0,Defensive,6.212768471360537,27,Long-on
Spin,Full,Leg-stump,149,Cut,1,0,Aggressive,-12.458182141419801,24,Fine Leg
Fast,Short,Leg-stump,112,Cover Drive,1,0,Balanced,-7.531917143946558,91,Cover
Spin,Full,Leg-stump,134,Cover Drive,0,1,Aggressive,12.138580015735872,61,Cover
Spin,Short,Leg-stump,141,Sweep,4,0,Aggressive,-12.39173027235204,73,Square Leg
Spin,Good,Leg-stump,127,Pull,1,1,Aggressive,-4.56246173327399,41,Cover
Spin,Full,Off-stump,127,Edge,0,0,Defensive,1.8163145683120447,57,Slips
Fast,Full,Leg-stump,118,Hook,1,0,Aggressive,5.582404262292066,41,Point
Fast,Short,Middle,144,Cover Drive,0,0,Balanced,4.529269957289976,92,Square Leg
Fast,Short,Leg-stump,116,Pull,0,0,Balanced,-14.8720097659121,101,Cover
Spin,Full,Leg-stump,139,Hook,0,0,Balanced,10.409611644774543,77,Cover
Fast,Good,Off-stump,136,Cover Drive,0,0,Defensive,-7.75620212574839,70,Mid-wicket
Fast,Full,Leg-stump,123,Straight Drive,1,0,Defensive,-4.4658184964721475,113,Fine Leg
Fast,Short,Middle,126,Hook,4,0,Balanced,13.945996627306862,72,Long-off
Spin,Short,Off-stump,144,Cover Drive,0,0,Defensive,9.480762180657948,106,Square Leg
Spin,Short,Off-stump,137,Edge,0,0,Defensive,-4.7217375229721235,68,Mid-wicket
Spin,Full,Middle,146,Cut,0,0,Defensive,11.990167539203863,118,Long-off
Fast,Full,Leg-stump,149,Edge,2,0,Balanced,2.284251160500613,116,Square Leg
Fast,Short,Middle,123,Defensive,0,0,Balanced,4.01502598702589,62,Square Leg
Fast,Good,Off-stump,110,Sweep,1,0,Aggressive,-0.2409899867633598,79,Fine Leg
Spin,Short,Leg-stump,130,Pull,0,0,Aggressive,2.220610260468991,101,Cover
Spin,Full,Off-stump,133,Cut,0,1,Aggressive,-7.972127726585542,25,Long-off
Fast,Short,Middle,146,Hook,1,0,Balanced,10.753777787712043,37,Slips
Spin,Short,Middle,145,Cover Drive,1,0,Aggressive,-9.827810773921177,48,Long-off
Fast,Good,Middle,115,Sweep,6,1,Balanced,8.671500508483668,97,Fine Leg
Spin,Full,Leg-stump,135,Cover Drive,4,0,Defensive,0.8815189723256935,51,Long-off
Fast,Full,Middle,125,Cover Drive,3,0,Defensive,-12.904838319611784,31,Long-on
Spin,Short,Leg-stump,144,Defensive,0,0,Defensive,-7.520685126140728,84,Cover
Fast,Short,Leg-stump,118,Cover Drive,0,0,Defensive,-7.36646173901264,48,Long-on
Spin,Short,Middle,135,Hook,3,0,Defensive,-9.403056336277473,67,Point
Spin,Short,Middle,114,Cover Drive,0,0,Defensive,-14.550908555028325,39,Cover
Spin,Good,Leg-stump,139,Edge,3,0,Aggressive,-9.789555225516681,108,Long-on
Fast,Good,Off-stump,128,Pull,1,0,Defensive,-5.942241139126601,58,Cover
Spin,Good,Middle,145,Pull,0,0,Aggressive,1.700985201086553,85,Long-off
Spin,Good,Leg-stump,115,Edge,0,0,Balanced,-12.197276971326076,14,Fine Leg
Fast,Short,Off-stump,128,Pull,0,0,Aggressive,4.581622305065199,79,Point
Fast,Good,Middle,124,Sweep,4,0,Balanced,-4.455938382319994,12,Square Leg
Spin,Good,Middle,119,Flick,0,0,Balanced,6.366660746666362,112,Square Leg
Fast,Good,Leg-stump,128,Hook,0,0,Defensive,13.76474249409954,56,Point
Fast,Short,Middle,119,Straight Drive,2,0,Aggressive,9.517932833205059,67,Long-on
Fast,Short,Off-stump,149,Flick,4,0,Aggressive,-2.188557587404956,115,Square Leg
Spin,Short,Leg-stump,116,Cut,2,0,Balanced,-7.933406091117695,103,Fine Leg
Fast,Full,Leg-stump,145,Cut,0,0,Aggressive,1.0528773886550375,73,Square Leg
Fast,Full,Middle,128,Edge,0,0,Defensive,-11.804152010480117,112,Long-off
Fast,Full,Off-stump,114,Straight Drive,0,0,Defensive,-10.89849571762273,37,Fine Leg
Spin,Good,Middle,112,Edge,0,0,Aggressive,2.3365824784974443,24,Mid-wicket
Spin,Full,Middle,121,Pull,0,0,Balanced,3.23300142051189,93,Point
Fast,Short,Off-stump,118,Hook,6,0,Defensive,8.882829326419486,119,Mid-wicket
Spin,Short,Leg-stump,113,Pull,4,0,Defensive,6.895057117298027,119,Mid-wicket
Fast,Short,Leg-stump,122,Flick,4,0,Defensive,-2.8241836863407563,62,Cover
Spin,Short,Off-stump,126,Straight Drive,3,0,Balanced,0.0679865495637273,13,Slips
Fast,Good,Off-stump,142,Hook,6,1,Aggressive,-9.10011630889421,40,Long-on
Fast,Full,Leg-stump,127,Straight Drive,2,1,Balanced,-1.48353261816011,104,Square Leg
Fast,Short,Leg-stump,130,Cover Drive,4,0,Defensive,-12.217087863634434,30,Cover
Fast,Good,Leg-stump,148,Cover Drive,0,0,Defensive,-10.905636844914444,96,Long-off
Fast,Full,Off-stump,142,Defensive,3,1,Defensive,-8.343159138223353,64,Slips
Fast,Good,Leg-stump,116,Pull,0,0,Balanced,13.409366857019226,54,Cover
Fast,Short,Off-stump,126,Hook,2,0,Defensive,5.045439611011098,101,Long-off
Fast,Full,Middle,117,Sweep,0,0,Balanced,-9.082857649177763,84,Fine Leg
Spin,Full,Off-stump,138,Flick,0,0,Balanced,-3.255057659902034,46,Long-off
Fast,Short,Leg-stump,124,Defensive,4,0,Aggressive,1.3732000961385111,82,Long-off
Spin,Full,Middle,147,Flick,0,0,Balanced,-11.63322825471841,19,Mid-wicket
Spin,Short,Leg-stump,123,Straight Drive,0,0,Aggressive,-9.431082688109203,95,Cover
Spin,Good,Middle,124,Straight Drive,2,0,Defensive,-2.4869543270374805,31,Mid-wicket
Spin,Good,Off-stump,127,Straight Drive,4,0,Balanced,12.22671413754049,69,Long-off
Spin,Good,Leg-stump,144,Defensive,2,0,Defensive,3.3154776018710983,36,Mid-wicket
Fast,Full,Middle,133,Edge,0,0,Defensive,-3.7447657178587708,71,Mid-wicket
Fast,Full,Middle,111,Edge,0,0,Balanced,13.343631153149392,81,Long-on
Spin,Good,Off-stump,143,Hook,0,0,Defensive,-10.69232491724021,69,Fine Leg
Fast,Short,Middle,123,Flick,3,0,Balanced,12.687080490663774,12,Point
Spin,Full,Middle,142,Pull,0,0,Aggressive,-7.928179839724415,39,Mid-wicket
Spin,Short,Off-stump,122,Sweep,0,0,Defensive,9.278595506687846,70,Long-off
Spin,Full,Leg-stump,117,Cut,4,0,Aggressive,-14.492332182153323,58,Long-off
Fast,Good,Off-stump,119,Defensive,6,0,Defensive,3.0815067750726826,93,Fine Leg
Fast,Good,Leg-stump,141,Edge,0,0,Balanced,-1.9808207015262909,53,Cover
Fast,Good,Off-stump,114,Edge,0,0,Defensive,1.8874195625331538,63,Long-on
Spin,Full,Middle,133,Edge,0,0,Balanced,12.311302857232842,117,Point
Spin,Full,Middle,149,Hook,3,0,Defensive,-2.5909117423789727,15,Long-off
Fast,Good,Off-stump,142,Defensive,0,0,Balanced,14.9603281407447,31,Mid-wicket
Spin,Short,Middle,144,Straight Drive,1,0,Aggressive,8.497257806943516,106,Cover
Fast,Full,Middle,114,Sweep,1,0,Balanced,-0.4077600960132912,65,Square Leg
Fast,Short,Middle,149,Flick,3,0,Defensive,6.341105372455509,101,Fine Leg
Spin,Full,Middle,133,Straight Drive,0,0,Aggressive,-6.54449389265003,18,Long-off
Fast,Good,Middle,123,Cover Drive,0,0,Balanced,-3.275491700987894,82,Cover
Fast,Good,Off-stump,143,Flick,1,0,Balanced,8.874529581403717,74,Point
Fast,Short,Off-stump,128,Hook,0,0,Aggressive,-8.507760747498478,113,Fine Leg
Fast,Good,Off-stump,140,Sweep,0,0,Balanced,14.37273506282293,109,Long-off
Fast,Short,Middle,124,Straight Drive,0,0,Aggressive,9.49188089250255,81,Long-off
Fast,Good,Off-stump,130,Defensive,0,0,Aggressive,-8.69775803619882,10,Mid-wicket
Spin,Good,Off-stump,135,Cover Drive,0,0,Aggressive,0.21807389183960701,80,Long-off
Fast,Short,Off-stump,138,Edge,1,0,Aggressive,-4.463435318316533,117,Slips
Spin,Full,Off-stump,129,Straight Drive,0,0,Aggressive,11.326685062958308,76,Fine Leg
Fast,Full,Leg-stump,131,Sweep,3,0,Aggressive,-6.3881858601210855,48,Long-on
Fast,Good,Leg-stump,144,Straight Drive,1,0,Balanced,-8.969553695010905,112,Mid-wicket
Fast,Short,Middle,125,Straight Drive,4,0,Balanced,-14.500713569391717,51,Long-on
Fast,Good,Middle,147,Cover Drive,0,0,Defensive,3.2006631917789754,107,Fine Leg
Fast,Short,Off-stump,147,Cut,0,0,Aggressive,-5.532827001477029,89,Fine Leg
Fast,Good,Leg-stump,128,Hook,3,0,Defensive,6.808312964045122,112,Slips
Fast,Full,Middle,140,Sweep,1,0,Defensive,2.609874315043495,102,Point
Spin,Short,Off-stump,138,Sweep,1,0,Balanced,-13.21704562591346,75,Slips
Spin,Good,Leg-stump,117,Sweep,3,0,Aggressive,-12.879917750576322,109,Cover
Spin,Good,Leg-stump,141,Edge,1,0,Defensive,10.144634403950135,41,Square Leg
Fast,Full,Middle,148,Cover Drive,0,0,Defensive,13.388288835378802,113,Point
Fast,Good,Leg-stump,118,Pull,0,0,Balanced,3.027521487951436,97,Cover
Spin,Short,Middle,110,Defensive,3,0,Defensive,-14.233189311868726,10,Long-off
